month,return_pct,trade_count
2020-05,-12.05588542549415,10
2020-09,-5.6011133680514025,9
2021-01,-2.030089296729032,3
2021-04,-16.44973666760513,9
2021-05,-4.274531848520735,2
2021-11,-5.649338211883759,6
2021-12,-2.5685887484789394,5
2022-04,-2.831178482795682,8
2022-06,-4.838727199542269,4
2022-08,-0.21573584320290218,7
2023-04,-4.13224704540458,8
2023-05,-8.26734627063611,8
2023-08,-14.428936128935144,10
2024-06,-1.948224728624437,7
2024-09,-5.5083829486892055,8
