timestamp,equity,month
2020-09-01 00:00:00,14074.191326723212,2020-09
2020-09-01 01:00:00,14053.144408639884,2020-09
2020-09-01 02:00:00,14051.797804876258,2020-09
2020-09-01 03:00:00,13975.340635630424,2020-09
2020-09-01 04:00:00,13973.881814886498,2020-09
2020-09-01 05:00:00,13846.839724631147,2020-09
2020-09-01 06:00:00,13762.926360471905,2020-09
2020-09-01 07:00:00,13685.758483684158,2020-09
2020-09-01 08:00:00,13699.336738300712,2020-09
2020-09-01 09:00:00,13666.781345459736,2020-09
2020-09-01 10:00:00,13690.546408177048,2020-09
2020-09-01 11:00:00,13754.02381336794,2020-09
2020-09-01 12:00:00,13715.43364069738,2020-09
2020-09-01 13:00:00,13759.77181647008,2020-09
2020-09-01 14:00:00,13722.765150077119,2020-09
2020-09-01 15:00:00,13541.634475316154,2020-09
2020-09-01 16:00:00,13595.386408880862,2020-09
2020-09-01 17:00:00,13644.225732419012,2020-09
2020-09-01 18:00:00,13611.159128889993,2020-09
2020-09-01 19:00:00,13643.776864497804,2020-09
2020-09-01 20:00:00,13586.18461649609,2020-09
2020-09-01 21:00:00,13570.6612675543,2020-09
2020-09-01 22:00:00,13624.288515585336,2020-09
2020-09-01 23:00:00,13687.965417630101,2020-09
2020-09-02 00:00:00,13716.468530626833,2020-09
2020-09-02 01:00:00,13730.533058824698,2020-09
2020-09-02 02:00:00,13767.726753518162,2020-09
2020-09-02 03:00:00,13796.391957708667,2020-09
2020-09-02 04:00:00,13748.450370012935,2020-09
2020-09-02 05:00:00,13754.572429716083,2020-09
2020-09-02 06:00:00,13851.739866104337,2020-09
2020-09-02 07:00:00,13936.25172082519,2020-09
2020-09-02 08:00:00,13950.25390625622,2020-09
2020-09-02 09:00:00,13917.2247083873,2020-09
2020-09-02 10:00:00,14121.497018197233,2020-09
2020-09-02 11:00:00,14331.280428595335,2020-09
2020-09-02 12:00:00,14288.787623658045,2020-09
2020-09-02 13:00:00,14288.787623658045,2020-09
2020-09-02 14:00:00,14288.787623658045,2020-09
2020-09-02 15:00:00,14288.787623658045,2020-09
2020-09-02 16:00:00,14288.787623658045,2020-09
2020-09-02 17:00:00,14288.787623658045,2020-09
2020-09-02 18:00:00,14288.787623658045,2020-09
2020-09-02 19:00:00,14288.787623658045,2020-09
2020-09-02 20:00:00,14288.787623658045,2020-09
2020-09-02 21:00:00,14288.787623658045,2020-09
2020-09-02 22:00:00,14288.787623658045,2020-09
2020-09-02 23:00:00,14288.787623658045,2020-09
2020-09-03 00:00:00,14288.787623658045,2020-09
2020-09-03 01:00:00,14288.787623658045,2020-09
2020-09-03 02:00:00,14288.787623658045,2020-09
2020-09-03 03:00:00,14288.787623658045,2020-09
2020-09-03 04:00:00,14288.787623658045,2020-09
2020-09-03 05:00:00,14288.787623658045,2020-09
2020-09-03 06:00:00,14288.787623658045,2020-09
2020-09-03 07:00:00,14288.787623658045,2020-09
2020-09-03 08:00:00,14288.787623658045,2020-09
2020-09-03 09:00:00,14288.787623658045,2020-09
2020-09-03 10:00:00,14288.787623658045,2020-09
2020-09-03 11:00:00,14288.787623658045,2020-09
2020-09-03 12:00:00,14288.787623658045,2020-09
2020-09-03 13:00:00,14288.787623658045,2020-09
