entry_time,exit_time,entry_price,exit_price,position,profit_loss,profit_pct,duration_hours,exit_reason,entry_month,exit_month
2022-06-01 05:00:00,2022-06-01 09:00:00,31622.28,31695.99,LONG,102.94639929023535,0.2330951468395156,4.0,Bearish MACD divergence detected,2022-06,2022-06
2022-06-04 14:00:00,2022-06-06 04:00:00,29777.32,31222.91,LONG,2144.769305665879,4.854667915044067,38.0,RSI reversal from overbought levels (RSI: 83.06),2022-06,2022-06
2022-06-08 19:00:00,2022-06-12 02:00:00,30140.14,27427.48,LONG,-4161.117978626987,-9.000157265361077,79.0,Trailing stop hit at $27949.06 (8.5% from high of $30549.46),2022-06,2022-06
2022-06-26 22:00:00,2022-06-28 13:00:00,21143.78,21058.34,SHORT,169.65519378710943,0.40409047010515003,39.0,Bullish MACD divergence detected,2022-06,2022-06
